,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Present_Age_CST,Customer_Since_year,AcceptedCmp
1208,PhD,Together,40451.0,0,2,54,35.0,0.0,4,0,0,10,1,1,1,2,5,0,0,67,10,1
1209,Graduation,Together,36317.0,0,1,53,87.0,3.0,25,3,2,13,2,3,0,4,7,0,0,59,11,0
1210,Graduation,Together,42213.0,0,1,96,309.0,3.0,24,4,3,20,2,5,1,7,7,0,0,67,11,1
1211,Graduation,Together,65748.0,0,1,58,172.0,73.0,93,95,78,34,2,2,4,10,1,1,0,69,11,0
1212,Graduation,Together,77044.0,0,1,12,625.0,38.0,242,50,34,76,2,7,11,11,4,0,0,52,11,1
1213,Graduation,Together,74918.0,0,0,78,972.0,59.0,913,25,19,59,1,5,9,6,3,0,0,55,11,1
1214,Graduation,Married,56721.0,1,1,64,157.0,6.0,39,6,13,75,5,4,1,5,6,0,0,52,12,0
1215,Graduation,Single,42160.0,1,1,26,48.0,9.0,45,3,15,20,4,2,1,4,6,0,1,49,11,0
1216,Graduation,Single,61559.0,0,1,8,279.0,81.0,88,32,14,34,1,4,2,10,3,0,0,59,11,0
1217,PhD,Together,33629.0,1,1,49,132.0,0.0,16,0,0,4,5,3,1,4,9,0,0,61,12,0
1218,PhD,Together,68682.0,0,0,56,919.0,0.0,505,99,30,45,1,4,9,10,2,0,0,33,11,0
1219,Graduation,Single,34377.0,0,1,55,62.0,0.0,22,3,1,26,2,2,2,2,7,0,0,61,11,0
1220,Basic,Single,8940.0,1,0,25,1.0,45.0,3,4,6,42,3,3,1,3,8,0,0,38,12,0
1221,Graduation,Married,26228.0,1,0,50,2.0,6.0,4,3,1,9,1,1,0,2,8,0,0,51,11,0
1222,2n Cycle,Divorced,77297.0,0,0,84,408.0,61.0,109,48,122,41,1,5,7,9,4,0,0,67,11,1
1223,Graduation,Married,40211.0,1,1,30,51.0,1.0,7,2,1,25,2,2,1,2,8,0,0,43,11,1
1224,PhD,Widow,33438.0,1,1,81,62.0,1.0,16,3,2,6,4,2,1,4,5,0,0,66,11,0
1225,PhD,Married,75032.0,0,1,74,952.0,12.0,180,47,12,12,2,5,4,9,3,0,0,65,11,0
1226,PhD,Single,61284.0,0,0,76,618.0,15.0,106,20,7,45,1,11,2,8,6,0,0,69,11,1
1227,Graduation,Married,22518.0,1,0,36,11.0,7.0,12,2,2,27,2,2,1,2,5,0,1,38,12,1
1228,Master,Married,54730.0,0,1,64,318.0,3.0,17,4,7,56,5,4,1,8,4,0,0,49,11,0
1229,Master,Married,38452.0,1,1,62,56.0,0.0,14,0,0,2,3,3,0,3,7,0,0,69,10,0
1230,Graduation,Divorced,44421.0,1,1,53,110.0,5.0,59,7,1,7,5,5,0,4,8,0,0,53,11,0
1231,PhD,Together,38197.0,1,0,86,23.0,0.0,11,2,1,3,1,1,0,3,5,0,0,38,11,0
1232,Graduation,Divorced,41986.0,0,1,15,27.0,5.0,8,8,3,12,3,3,0,4,4,0,0,46,10,0
1233,Graduation,Together,28427.0,1,0,67,18.0,3.0,19,3,3,6,2,2,0,3,8,0,0,41,11,0
1234,PhD,Together,37395.0,1,0,47,18.0,0.0,9,0,1,11,1,1,0,3,6,0,0,48,10,0
1235,Graduation,Married,64722.0,1,0,47,303.0,0.0,280,60,147,15,4,8,2,11,6,0,0,53,10,0
1236,Master,Together,55249.0,0,1,81,97.0,1.0,19,2,0,11,1,2,1,4,3,0,0,68,10,0
1237,Graduation,Together,84906.0,0,0,98,997.0,15.0,414,99,30,76,1,5,6,12,2,0,0,52,11,3
1238,Graduation,Married,28691.0,1,0,56,5.0,4.0,13,8,0,4,1,1,0,3,8,0,0,35,11,0
1239,Graduation,Single,44213.0,1,1,48,95.0,11.0,35,0,4,7,4,2,1,5,6,0,0,72,11,0
1240,Basic,Single,25707.0,1,0,18,1.0,6.0,2,3,6,3,1,1,0,3,7,0,0,40,10,0
1241,PhD,Married,59062.0,2,1,74,46.0,1.0,12,3,0,9,2,2,0,3,4,0,0,57,11,0
1242,Graduation,Single,76624.0,0,1,68,411.0,81.0,147,54,115,66,1,5,10,7,1,0,0,62,10,1
1243,Master,Together,66000.0,0,0,36,244.0,51.0,270,101,0,45,1,1,3,5,1,0,0,77,10,0
1244,PhD,Together,27683.0,1,0,90,152.0,9.0,121,12,12,45,4,6,2,4,8,0,0,46,12,0
1245,Graduation,Divorced,1730.0,0,0,65,1.0,1.0,3,1,1,1,15,0,0,0,20,0,0,53,10,0
1246,Basic,Single,7500.0,1,0,63,10.0,17.0,18,8,26,40,4,3,2,2,9,0,0,32,12,0
1247,Graduation,Together,40521.0,1,1,82,12.0,0.0,5,0,0,4,1,0,1,2,5,0,0,56,11,0
1248,PhD,Together,20427.0,1,0,63,5.0,0.0,4,0,0,1,1,1,0,2,8,0,0,51,10,0
1249,Graduation,Married,65106.0,0,1,55,790.0,19.0,133,12,0,19,3,8,3,13,6,0,0,49,10,1
1250,PhD,Married,69969.0,0,0,64,882.0,29.0,514,38,29,44,1,4,2,6,3,0,1,59,11,2
1251,Graduation,Married,67433.0,0,2,51,615.0,28.0,259,12,48,30,4,6,5,13,4,0,0,72,11,1
1252,PhD,Married,77766.0,0,1,97,1004.0,59.0,265,115,59,27,2,11,10,11,6,0,1,57,11,1
1253,Graduation,Married,74716.0,0,1,92,133.0,27.0,421,13,195,71,2,7,3,5,4,0,0,52,11,0
1254,Graduation,Divorced,68118.0,0,1,51,595.0,23.0,123,10,23,154,2,8,9,4,6,0,0,61,11,0
1255,PhD,Married,55158.0,1,1,72,293.0,0.0,87,4,11,23,4,7,2,5,7,0,1,54,12,0
1256,2n Cycle,Married,62972.0,0,1,39,313.0,15.0,47,20,0,192,2,7,4,3,6,0,1,69,12,0
1257,Graduation,Married,74190.0,0,1,49,151.0,81.0,86,168,91,64,2,4,2,11,2,0,0,49,10,0
1258,Graduation,Married,39356.0,1,1,21,15.0,0.0,2,0,0,6,1,1,0,2,6,0,0,48,10,1
1259,Graduation,Together,76653.0,0,0,91,736.0,63.0,946,219,189,126,1,4,7,11,2,0,0,55,11,2
1260,PhD,Divorced,35860.0,1,1,37,15.0,0.0,8,4,2,20,2,1,1,2,5,0,0,51,10,1
1261,PhD,Divorced,90687.0,0,0,98,982.0,17.0,672,23,34,51,1,6,2,8,2,0,1,41,11,1
1262,Master,Together,73450.0,0,0,85,1142.0,51.0,415,90,69,37,1,7,8,11,3,0,0,42,11,2
1263,Graduation,Married,31454.0,1,1,40,28.0,0.0,11,0,0,9,3,2,0,3,8,0,0,64,11,0
1264,Graduation,Single,47139.0,1,1,2,46.0,0.0,12,0,2,23,2,2,1,2,7,0,1,72,10,0
1265,Graduation,Divorced,83829.0,0,0,78,897.0,81.0,430,186,161,27,0,4,7,6,1,0,1,49,11,3
1266,PhD,Married,53378.0,1,1,41,489.0,6.0,152,8,6,132,10,9,4,6,8,0,1,61,12,0
1267,Graduation,Together,19656.0,1,0,94,25.0,4.0,9,6,8,32,3,2,1,3,7,0,0,54,11,0
1268,PhD,Married,45579.0,0,1,10,145.0,1.0,33,2,1,1,1,4,1,4,6,0,0,76,11,0
1269,2n Cycle,Single,85485.0,0,0,73,630.0,26.0,611,44,18,54,1,6,6,6,2,0,0,66,10,0
1270,Graduation,Married,55956.0,0,0,22,760.0,38.0,104,50,9,38,2,7,3,4,4,0,0,80,10,1
1271,Master,Single,64191.0,0,1,30,420.0,15.0,186,151,38,15,3,5,3,13,3,0,0,61,11,0
1272,Graduation,Single,38808.0,1,0,21,125.0,17.0,52,3,19,30,4,5,1,4,8,0,1,52,12,1
1273,Master,Married,57183.0,1,1,51,464.0,5.0,64,7,0,70,8,9,1,7,8,0,0,58,11,0
1274,Master,Divorced,23748.0,1,0,97,6.0,6.0,29,12,15,8,3,2,1,3,8,0,0,56,12,0
1275,Graduation,Married,66303.0,0,1,56,1090.0,12.0,96,16,12,60,4,3,4,11,8,0,0,53,11,1
1276,Master,Married,37368.0,1,0,4,3.0,2.0,11,2,2,10,1,1,0,2,6,0,0,49,11,1
1277,Graduation,Married,40800.0,1,2,77,24.0,0.0,27,8,30,10,2,3,0,3,7,1,0,60,11,0
1278,Graduation,Divorced,71847.0,0,0,95,737.0,21.0,106,55,63,210,0,6,7,9,3,0,0,46,12,1
1279,Graduation,Married,46149.0,0,1,36,254.0,6.0,71,4,0,27,5,5,1,7,5,0,0,49,11,0
1280,Graduation,Together,78687.0,0,0,13,817.0,81.0,687,145,55,241,1,4,6,8,2,0,1,41,12,1
1281,2n Cycle,Divorced,49118.0,0,0,90,620.0,54.0,239,99,98,119,2,9,7,10,7,0,1,53,12,2
1282,PhD,Married,37633.0,1,1,49,13.0,4.0,20,0,0,1,2,1,0,3,9,0,0,67,12,0
1283,Master,Together,39767.0,0,0,18,113.0,61.0,204,34,26,47,2,7,1,7,8,0,0,73,11,0
1284,Basic,Married,26997.0,0,0,89,7.0,23.0,78,133,49,144,2,4,2,5,7,0,0,73,12,0
1285,Graduation,Divorced,33986.0,1,0,43,16.0,2.0,18,2,1,5,1,1,0,3,7,0,0,54,11,0
1286,PhD,Married,57091.0,0,1,82,462.0,0.0,24,6,0,4,2,9,2,5,7,0,1,52,12,1
1287,2n Cycle,Married,46831.0,1,1,84,22.0,2.0,10,6,4,34,2,1,2,2,4,0,0,55,11,0
1288,Master,Married,83151.0,0,0,80,968.0,81.0,842,137,42,210,1,5,7,10,2,0,1,52,11,3
1289,Graduation,Married,52531.0,0,0,68,283.0,81.0,151,51,72,125,2,7,2,10,6,0,0,53,12,0
1290,Graduation,Married,15759.0,0,0,12,1.0,2.0,5,6,0,3,1,1,0,2,7,0,0,68,11,0
1291,Graduation,Single,22804.0,1,0,75,14.0,1.0,7,2,1,1,1,2,0,2,9,0,0,53,11,0
1292,2n Cycle,Married,43050.0,1,0,10,30.0,5.0,24,6,3,8,2,2,0,4,5,0,0,51,10,0
1293,PhD,Single,42997.0,1,1,91,4.0,0.0,5,0,1,5,1,1,0,2,7,0,0,47,11,0
1294,PhD,Single,48918.0,1,1,21,52.0,0.0,9,0,0,1,2,1,0,4,4,0,0,61,10,0
1295,Master,Together,60033.0,0,1,28,62.0,1.0,57,19,11,48,2,2,1,5,2,0,0,70,10,0
1296,PhD,Together,34043.0,1,0,97,20.0,2.0,14,3,0,10,1,2,0,2,9,0,0,46,11,0
1297,Graduation,Together,57811.0,0,1,49,545.0,7.0,114,37,21,78,5,7,2,11,5,0,0,58,11,1
1298,Graduation,Married,78569.0,0,0,14,558.0,79.0,622,207,175,95,1,4,6,4,1,0,1,78,10,1
1299,Graduation,Single,7500.0,1,1,5,6.0,5.0,4,13,4,25,4,2,1,3,6,0,0,46,12,0
1300,Master,Together,157733.0,1,0,37,39.0,1.0,9,2,0,8,0,1,0,1,1,0,0,53,11,0
1301,Graduation,Together,94384.0,0,0,62,1111.0,24.0,790,160,45,172,0,5,8,5,2,0,1,71,11,3
1302,2n Cycle,Married,23148.0,0,0,83,4.0,6.0,8,6,3,10,1,2,0,3,7,0,0,39,10,0
1303,Graduation,Divorced,44267.0,1,1,48,183.0,5.0,65,3,5,49,5,5,2,4,9,0,0,54,11,0
1304,Graduation,Married,71626.0,0,0,94,546.0,72.0,376,94,145,72,1,5,5,8,3,0,0,45,12,1
1305,Graduation,Together,60894.0,0,1,61,606.0,7.0,155,10,0,54,5,10,3,8,7,0,0,58,11,0
1306,Graduation,Together,50200.0,1,1,70,266.0,6.0,51,8,6,64,6,7,1,5,8,0,0,48,11,0
1307,PhD,Married,81051.0,0,0,43,1142.0,29.0,249,38,29,14,1,5,5,12,2,0,0,59,10,2
1308,Graduation,Married,65169.0,0,0,23,1074.0,0.0,69,0,0,46,1,10,4,13,6,0,1,42,10,4
1309,Graduation,Together,59868.0,0,1,37,771.0,51.0,154,54,10,154,7,11,2,12,6,0,0,52,11,0
1310,PhD,Married,65695.0,0,1,50,371.0,32.0,189,0,58,6,2,5,4,10,4,0,0,64,10,0
1311,Master,Single,64857.0,0,0,78,556.0,14.0,717,210,0,43,1,7,5,10,4,0,0,68,12,0
1312,Master,Together,45143.0,0,1,74,202.0,5.0,74,11,5,14,3,6,1,5,7,0,0,59,11,0
1313,2n Cycle,Together,74805.0,0,1,14,209.0,81.0,209,41,162,37,5,4,7,10,2,0,0,69,11,0
1314,2n Cycle,Married,59060.0,1,0,77,35.0,40.0,111,36,40,12,3,3,1,7,4,0,0,35,10,0
1315,PhD,Single,27238.0,1,1,39,37.0,0.0,17,0,0,3,3,3,0,3,9,0,0,62,11,0
1316,Graduation,Together,47009.0,0,1,89,171.0,45.0,73,59,10,90,4,3,2,8,4,0,0,59,11,0
1317,2n Cycle,Married,46094.0,1,1,62,12.0,2.0,20,3,2,5,1,1,0,3,7,0,0,51,10,0
1318,Graduation,Married,40321.0,1,1,59,44.0,4.0,21,6,0,27,2,3,0,3,7,0,0,52,11,0
1319,Graduation,Together,37235.0,1,0,68,20.0,2.0,9,4,6,20,1,1,1,2,4,0,0,40,10,0
1320,Master,Married,81843.0,0,0,13,779.0,81.0,537,34,69,138,1,5,9,12,3,0,0,64,11,0
1321,Master,Together,46692.0,0,1,37,170.0,6.0,97,24,12,88,3,6,1,5,6,0,0,66,11,0
1322,Graduation,Together,77382.0,0,1,36,491.0,48.0,231,112,105,134,2,5,7,12,1,0,0,56,10,1
1323,Graduation,Single,37774.0,2,0,28,173.0,8.0,107,7,2,176,4,7,2,3,9,1,1,47,12,1
1324,Basic,Married,18393.0,1,0,2,7.0,10.0,13,16,0,4,2,3,0,3,8,0,0,50,10,0
1325,Master,Married,72828.0,0,1,17,1205.0,0.0,235,19,14,205,6,6,3,13,7,0,0,62,11,0
1326,Graduation,Married,24711.0,0,0,86,10.0,7.0,25,6,3,7,1,3,0,3,7,0,0,42,10,0
1327,PhD,Married,45503.0,1,0,54,97.0,4.0,44,6,1,18,1,3,1,4,5,0,0,49,11,0
1328,Master,Single,6560.0,0,0,2,67.0,11.0,26,4,3,262,0,1,0,1,17,0,0,42,11,0
1329,PhD,Together,71604.0,0,0,3,345.0,53.0,528,98,75,97,1,8,3,5,4,0,1,79,11,1
1330,Graduation,Married,27244.0,1,0,84,6.0,5.0,17,3,24,46,2,2,2,2,7,0,0,45,10,0
1331,Graduation,Married,48752.0,1,1,8,73.0,57.0,100,71,15,0,5,6,1,5,9,0,1,55,12,0
1332,Graduation,Married,71434.0,0,1,4,711.0,36.0,217,172,96,168,3,7,4,7,4,0,0,62,11,2
1333,Graduation,Single,90842.0,0,0,57,774.0,70.0,118,182,187,93,1,4,9,13,1,0,0,76,11,0
1334,Master,Married,88097.0,1,0,24,163.0,0.0,480,0,126,75,1,6,5,8,9,0,1,46,12,3
1335,Graduation,Married,51948.0,0,1,51,82.0,33.0,54,71,30,41,2,5,2,4,5,0,0,49,11,0
1336,Graduation,Together,71853.0,0,0,29,358.0,81.0,413,141,97,32,1,2,8,6,1,0,0,42,11,0
1337,Master,Married,35876.0,0,0,13,66.0,2.0,40,4,3,14,1,3,1,3,6,0,0,41,10,0
1338,Graduation,Widow,40049.0,0,1,23,13.0,6.0,7,0,3,3,1,1,0,3,6,0,0,72,11,0
1339,Graduation,Single,39660.0,1,0,36,139.0,13.0,78,20,13,36,3,7,1,3,9,0,1,42,12,0
1340,Graduation,Together,50127.0,0,1,88,274.0,0.0,21,4,6,15,1,5,1,6,6,0,0,62,10,1
1341,Master,Married,43263.0,0,1,2,262.0,6.0,61,0,10,102,3,5,2,6,5,0,0,47,12,0
1342,Master,Married,62845.0,1,1,3,1099.0,0.0,45,0,0,34,11,3,4,10,8,0,1,75,12,1
1343,Graduation,Married,18929.0,0,0,15,32.0,0.0,8,23,4,18,1,1,0,4,6,0,0,34,11,0
1344,Basic,Single,24367.0,1,0,58,2.0,4.0,2,0,11,5,1,1,0,2,9,0,0,42,11,0
1345,Graduation,Single,33249.0,1,0,11,6.0,10.0,21,19,14,42,2,2,1,3,6,0,0,49,11,0
1346,2n Cycle,Married,26887.0,0,1,27,6.0,7.0,4,3,4,6,1,1,0,3,6,0,0,65,11,0
1347,PhD,Married,50150.0,0,0,32,135.0,46.0,92,65,61,11,2,5,2,7,5,0,0,41,11,0
1348,Graduation,Together,62061.0,0,1,12,641.0,7.0,84,0,30,38,3,10,4,7,6,0,0,48,11,1
1349,PhD,Divorced,85696.0,0,0,88,714.0,76.0,395,116,0,12,1,4,6,9,1,0,1,62,11,0
1350,PhD,Together,76542.0,0,0,91,794.0,73.0,573,0,29,14,1,4,8,10,2,0,0,68,11,0
1351,Graduation,Single,70515.0,0,0,12,420.0,0.0,452,182,64,140,1,6,6,4,2,0,1,31,11,0
1352,Graduation,Together,18227.0,1,0,21,1.0,2.0,7,4,3,11,1,0,1,2,8,0,0,37,12,0
1353,Graduation,Married,69139.0,0,1,23,86.0,12.0,75,33,15,6,1,4,1,5,4,0,0,59,10,0
1354,Graduation,Married,69109.0,0,0,10,823.0,25.0,459,124,29,95,1,6,6,7,4,0,1,42,12,1
1355,Graduation,Single,69627.0,0,1,35,231.0,81.0,215,171,30,53,2,8,2,11,5,0,0,62,11,0
1356,Graduation,Married,38136.0,1,0,69,8.0,15.0,27,0,20,33,2,3,1,2,8,0,0,46,11,1
1357,PhD,Single,62159.0,0,0,68,182.0,17.0,259,77,70,29,1,6,2,10,4,0,0,78,10,0
1358,Graduation,Single,80695.0,0,0,85,557.0,81.0,984,193,37,18,1,5,8,5,2,0,0,61,11,0
1359,Master,Single,33316.0,1,1,34,79.0,1.0,31,4,4,12,3,2,1,4,6,0,0,53,11,0
1360,Graduation,Together,58554.0,1,1,55,368.0,24.0,68,38,0,88,6,8,2,6,7,0,0,56,12,0
1361,Basic,Married,17256.0,1,0,10,6.0,4.0,14,8,8,22,2,2,1,2,8,0,0,32,11,1
1362,Graduation,Divorced,53034.0,1,1,30,160.0,15.0,196,15,11,50,8,6,1,7,8,0,0,50,11,0
1363,2n Cycle,Together,52203.0,0,0,36,488.0,21.0,238,56,108,28,1,8,7,11,6,0,0,74,12,0
1364,2n Cycle,Divorced,59601.0,0,1,14,691.0,7.0,69,0,7,23,4,2,2,7,8,0,0,47,11,1
1365,Master,Single,75154.0,0,1,79,543.0,10.0,205,160,143,82,1,6,3,6,3,0,1,66,12,0
1366,Graduation,Single,47025.0,0,1,52,254.0,7.0,108,20,0,26,3,6,3,5,6,0,0,48,11,0
1367,Graduation,Married,37971.0,1,0,97,5.0,4.0,10,2,2,7,1,1,0,3,8,0,0,51,11,0
1368,Master,Divorced,41335.0,1,0,24,112.0,19.0,21,16,14,5,3,4,1,4,7,0,0,56,11,0
1369,Graduation,Married,67267.0,0,1,0,134.0,11.0,59,15,2,30,1,3,2,5,2,0,0,66,10,0
1370,Graduation,Single,57338.0,0,1,96,143.0,6.0,52,11,8,17,2,4,1,5,5,0,0,49,10,0
1371,2n Cycle,Together,50523.0,1,1,89,51.0,4.0,24,4,7,1,2,2,0,4,6,0,0,64,11,0
1372,Master,Single,35791.0,2,1,94,27.0,0.0,5,0,0,3,2,1,0,3,8,0,0,59,11,0
1373,PhD,Divorced,50611.0,0,1,98,459.0,0.0,24,6,0,4,6,4,5,7,6,0,0,64,12,1
1374,PhD,Married,56242.0,0,1,72,689.0,8.0,167,11,8,88,5,8,4,11,6,0,0,55,11,0
1375,Graduation,Single,48904.0,0,1,1,283.0,10.0,38,0,13,27,4,7,2,4,8,0,0,64,12,0
1376,Graduation,Single,56243.0,1,2,26,347.0,0.0,35,4,3,7,6,4,2,8,5,0,0,49,11,0
1377,Graduation,Married,21355.0,1,0,5,5.0,13.0,14,0,5,31,2,2,1,2,6,0,1,39,11,1
1378,Master,Together,57420.0,0,1,22,280.0,0.0,18,0,0,24,3,5,1,6,7,0,0,53,11,1
1379,Master,Together,51381.5,0,1,39,187.0,5.0,65,26,20,14,2,4,2,6,5,0,0,54,11,0
1380,Master,Divorced,46390.0,0,1,56,95.0,14.0,64,2,9,38,1,4,2,3,7,0,0,69,10,0
1381,2n Cycle,Together,54342.0,1,1,74,84.0,10.0,34,11,10,28,4,3,1,4,6,0,0,68,11,0
1382,Graduation,Together,51381.5,1,1,87,19.0,4.0,12,2,2,6,1,1,0,3,5,0,0,66,12,0
1383,2n Cycle,Single,51381.5,1,1,49,5.0,1.0,9,2,0,4,1,1,0,2,7,0,0,60,10,0
1384,Graduation,Married,20895.0,1,0,24,18.0,3.0,17,3,0,4,1,2,0,3,9,0,0,51,12,0
1385,Graduation,Married,92344.0,0,0,9,992.0,24.0,694,51,19,119,0,5,10,5,1,0,0,76,10,2
1386,PhD,Together,51381.5,1,0,17,25.0,1.0,13,0,0,3,1,1,0,3,7,0,0,52,10,0
1387,2n Cycle,Together,26907.0,1,1,10,9.0,1.0,7,0,3,2,2,1,0,3,7,0,0,48,11,0
1388,Graduation,Together,44964.0,1,1,35,19.0,1.0,17,2,0,2,1,1,0,3,8,0,0,44,12,0
1389,Graduation,Together,75507.0,0,0,56,709.0,81.0,374,104,80,80,1,8,6,6,3,0,0,45,10,0
1390,Master,Married,53761.0,1,1,7,158.0,0.0,76,13,7,71,6,4,4,3,5,0,0,52,11,0
1391,Graduation,Together,22682.0,1,0,51,10.0,14.0,29,4,2,36,3,2,1,4,4,0,0,51,11,0
1392,PhD,Together,38887.0,1,0,17,25.0,1.0,13,0,0,3,1,1,0,3,7,0,0,52,10,0
1393,2n Cycle,Single,41658.0,1,1,30,8.0,4.0,12,15,4,29,2,1,1,2,4,0,0,49,12,0
1394,PhD,Married,29791.0,1,0,21,14.0,0.0,6,0,0,0,2,2,0,3,5,0,0,52,10,0
1395,Master,Married,63915.0,0,2,2,622.0,7.0,115,30,0,15,2,6,3,12,5,0,0,68,11,0
1396,Graduation,Divorced,39996.0,1,1,85,11.0,0.0,3,0,0,1,1,1,0,2,6,0,0,50,10,0
1397,Graduation,Divorced,26759.0,1,0,65,25.0,3.0,16,8,5,2,2,2,1,3,6,0,0,52,10,0
1398,Master,Divorced,63841.0,0,1,64,635.0,15.0,100,20,7,131,1,9,3,9,6,0,0,56,11,0
1399,PhD,Married,51039.0,1,1,11,100.0,64.0,79,65,0,109,2,6,2,4,7,0,0,55,12,0
1400,Graduation,Married,60544.0,1,1,92,201.0,2.0,43,3,5,35,4,5,1,5,6,0,0,63,12,0
1401,Graduation,Married,65685.0,0,1,54,642.0,14.0,49,0,7,57,1,9,2,9,5,0,0,52,10,0
1402,Graduation,Married,37716.0,0,1,4,97.0,1.0,41,6,2,41,2,4,1,3,7,0,0,71,10,0
1403,Graduation,Single,36864.0,0,1,53,204.0,5.0,39,17,0,89,3,5,2,4,8,0,1,67,12,0
1404,Master,Married,44511.0,1,0,39,513.0,7.0,133,46,14,14,6,8,4,8,8,0,0,54,12,0
1405,PhD,Married,36947.0,1,1,49,88.0,3.0,21,4,1,29,4,3,0,4,9,0,0,57,12,0
1406,Master,Together,47352.0,0,1,70,172.0,12.0,112,8,0,15,4,6,1,5,7,0,0,73,11,0
1407,Master,Married,67087.0,0,1,40,329.0,35.0,222,130,35,43,2,7,5,8,4,0,0,71,11,0
1408,Graduation,Married,57045.0,0,1,40,296.0,13.0,104,11,13,17,3,4,2,9,3,0,0,74,12,0
1409,PhD,Divorced,36957.0,1,1,43,100.0,2.0,16,2,1,31,4,3,2,2,9,0,1,71,12,0
1410,PhD,Married,69389.0,0,1,17,422.0,7.0,238,69,46,15,1,7,2,12,4,0,0,47,12,0
1411,Graduation,Married,80134.0,1,0,40,1218.0,16.0,272,104,0,80,2,5,3,6,6,0,1,52,11,3
1412,Master,Married,43142.0,1,1,84,5.0,1.0,7,2,1,4,1,1,0,2,7,0,0,55,10,0
1413,Graduation,Married,80589.0,0,0,25,507.0,81.0,520,242,40,26,1,5,10,5,1,0,1,80,10,1
1414,Graduation,Single,34412.0,1,0,62,52.0,12.0,50,4,36,55,3,5,0,3,9,0,0,34,11,0
1415,Graduation,Single,57537.0,1,0,83,191.0,56.0,139,51,8,100,4,4,3,8,4,0,0,45,11,0
1416,Basic,Together,22634.0,0,0,47,2.0,23.0,11,8,6,46,1,2,1,2,8,0,0,58,11,0
1417,Graduation,Together,51315.0,0,0,45,68.0,28.0,39,16,30,41,1,2,2,5,2,0,0,76,10,0
1418,Graduation,Married,36026.0,2,1,34,20.0,4.0,10,6,4,17,2,2,0,3,6,0,0,52,10,0
1419,Graduation,Married,24639.0,1,1,3,20.0,3.0,16,0,4,1,3,2,0,4,6,0,0,51,10,0
1420,PhD,Together,34578.0,2,1,1,7.0,0.0,1,0,0,0,1,1,0,2,6,0,0,52,10,0
1421,2n Cycle,Single,65704.0,0,0,18,279.0,81.0,74,38,8,246,1,2,10,10,1,0,0,52,11,0
1422,Graduation,Single,63810.0,0,1,45,977.0,12.0,253,16,12,101,4,4,3,12,8,0,0,58,12,1
1423,PhD,Together,54132.0,0,1,81,30.0,1.0,8,0,0,3,1,1,0,3,7,0,0,55,10,0
1424,Graduation,Married,18690.0,0,0,77,6.0,1.0,7,23,4,19,1,1,1,2,8,0,0,65,12,0
1425,Graduation,Married,28164.0,1,0,23,3.0,18.0,26,11,8,12,3,2,0,4,7,0,0,54,11,0
1426,PhD,Married,34596.0,1,0,48,14.0,0.0,2,0,0,7,1,1,0,2,8,0,0,50,11,0
1427,PhD,Married,43269.0,1,0,61,10.0,1.0,7,0,0,1,1,1,0,2,8,0,0,52,11,0
1428,2n Cycle,Single,38741.0,1,1,60,7.0,10.0,17,8,6,13,2,2,0,3,7,0,0,66,10,0
1429,Graduation,Single,31907.0,0,0,75,33.0,81.0,64,175,16,74,1,6,1,6,7,0,0,52,11,0
1430,Master,Married,27100.0,1,0,64,12.0,0.0,13,2,0,10,1,1,0,3,7,0,0,41,11,0
1431,2n Cycle,Divorced,31163.0,1,0,54,2.0,3.0,10,11,2,10,1,1,0,3,6,0,0,51,10,0
1432,Graduation,Married,92533.0,0,0,84,693.0,21.0,118,110,147,42,1,6,5,11,2,0,0,39,11,2
1433,Graduation,Single,34853.0,1,1,75,9.0,3.0,15,2,3,2,2,2,0,3,6,0,0,51,11,0
1434,Graduation,Divorced,70844.0,1,1,16,129.0,26.0,67,3,67,2,5,6,1,5,7,0,0,57,11,0
1435,2n Cycle,Married,31086.0,1,1,79,16.0,2.0,11,3,0,16,2,1,1,2,8,0,0,45,11,1
1436,Graduation,Married,60544.0,1,1,92,201.0,2.0,43,3,5,35,4,5,1,5,6,0,0,63,12,0
1437,2n Cycle,Together,20491.0,0,0,16,5.0,4.0,5,4,2,10,1,0,1,2,7,0,0,38,11,0
1438,Graduation,Married,42523.0,0,0,96,14.0,36.0,11,3,26,35,1,1,1,4,2,0,0,60,10,0
1439,Graduation,Married,39922.0,1,0,30,29.0,12.0,59,19,1,36,2,3,0,4,8,0,0,41,11,0
1440,Graduation,Together,33402.0,1,1,60,26.0,2.0,19,10,5,8,3,2,1,3,8,0,0,72,11,0
1441,Master,Married,36408.0,1,1,11,9.0,1.0,4,3,2,3,1,1,0,2,6,0,0,75,11,0
1442,Graduation,Together,21645.0,1,0,75,14.0,0.0,23,4,5,19,3,3,0,3,9,0,1,45,12,0
1443,Master,Widow,78427.0,0,0,36,972.0,19.0,595,180,26,138,3,3,7,10,3,0,1,76,12,1
1444,Graduation,Together,82657.0,0,0,71,966.0,81.0,672,246,105,126,1,7,5,10,4,0,0,78,11,2
1445,Graduation,Married,51876.0,0,0,88,99.0,27.0,102,28,48,6,1,2,2,8,1,0,0,66,11,0
1446,2n Cycle,Married,78041.0,0,0,93,482.0,35.0,553,72,160,17,1,4,4,9,2,0,0,53,12,0
