Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Present_Age_CST,Customer_Since_year,AcceptedCmp
Graduation,Together,44010.0,1,0,46,186.0,36.0,234,86,72,48,6,10,2,6,9,0,0,44,12,0
Master,Together,49618.0,1,1,77,80.0,3.0,26,4,2,14,4,3,1,3,7,0,0,58,11,0
Graduation,Together,55593.0,0,1,63,293.0,8.0,124,11,4,106,2,6,6,3,6,0,0,51,11,1
Graduation,Together,54178.0,0,1,79,135.0,9.0,39,4,0,7,1,2,2,5,2,0,0,57,10,0
Graduation,Single,49980.0,0,1,79,104.0,1.0,54,13,9,14,2,3,1,5,5,0,0,61,11,0
Graduation,Married,69109.0,0,0,10,823.0,25.0,459,124,29,95,1,6,6,7,4,0,1,42,12,1
Graduation,Single,43322.0,0,0,25,56.0,7.0,48,10,2,18,1,3,0,4,7,0,0,50,10,0
Graduation,Married,80952.0,0,0,20,778.0,81.0,689,41,27,44,1,8,5,11,8,0,1,55,11,3
PhD,Together,67911.0,0,1,63,529.0,0.0,356,63,28,0,3,6,7,11,3,0,0,75,10,0
Master,Married,37368.0,1,0,4,3.0,2.0,11,2,2,10,1,1,0,2,6,0,0,49,11,1
Master,Married,72828.0,0,1,17,1205.0,0.0,235,19,14,205,6,6,3,13,7,0,0,62,11,0
PhD,Together,73059.0,0,1,36,410.0,81.0,420,0,82,71,1,9,3,13,4,0,0,77,11,0
Basic,Married,7500.0,0,0,59,6.0,16.0,11,11,1,16,1,2,0,3,8,0,0,48,12,0
Graduation,Married,43824.0,1,1,18,96.0,1.0,42,12,3,32,4,3,1,4,8,0,0,53,12,0
Master,Married,44319.0,1,1,18,26.0,0.0,8,0,0,3,2,2,0,3,5,0,0,49,10,0
Basic,Married,25224.0,1,0,36,4.0,9.0,12,11,2,8,2,1,1,3,3,0,0,52,10,0
Graduation,Single,83528.0,0,0,7,530.0,81.0,678,134,44,147,1,4,10,8,1,0,1,32,10,2
Master,Widow,67369.0,0,1,81,1225.0,0.0,70,37,14,42,4,7,4,10,4,0,1,55,12,2
Graduation,Together,33402.0,1,1,60,26.0,2.0,19,10,5,8,3,2,1,3,8,0,0,72,11,0
Master,Married,53843.0,0,1,64,378.0,0.0,88,19,4,73,4,8,5,3,7,0,0,59,11,0
Master,Together,49912.0,0,1,5,520.0,8.0,223,32,49,42,4,10,5,7,8,0,1,75,12,1
Graduation,Absurd,79244.0,0,0,58,471.0,81.0,125,212,61,245,1,4,10,7,1,0,1,31,12,2
Graduation,Together,46053.0,1,0,46,56.0,10.0,92,19,7,25,3,3,2,4,5,0,0,52,11,0
PhD,Divorced,50611.0,0,1,98,459.0,0.0,24,6,0,4,6,4,5,7,6,0,1,64,12,1
PhD,Together,67911.0,0,1,63,529.0,0.0,356,63,28,0,3,6,7,11,3,0,0,75,10,0
PhD,Married,55517.0,1,1,53,483.0,0.0,108,0,6,36,5,11,1,6,9,0,1,74,12,0
PhD,Married,79174.0,0,0,2,1074.0,37.0,518,193,92,129,1,5,6,7,2,0,1,49,11,2
2n Cycle,Widow,74859.0,0,0,63,570.0,73.0,614,133,102,73,1,6,5,11,3,0,0,75,11,1
PhD,Together,69476.0,0,0,3,260.0,81.0,559,63,9,67,1,4,6,4,2,0,0,55,11,0
Graduation,Together,56534.0,0,1,35,691.0,7.0,61,10,0,46,4,10,4,7,8,0,1,56,11,2
PhD,Married,65324.0,0,1,0,384.0,0.0,102,21,32,5,3,6,2,9,4,0,0,70,10,0
Graduation,Together,71706.0,0,1,16,931.0,56.0,253,91,98,14,4,9,5,7,5,0,0,65,12,0
Graduation,Single,80317.0,0,0,64,536.0,11.0,387,149,91,57,1,3,4,10,1,0,0,69,11,0
PhD,Single,55260.0,0,1,81,825.0,8.0,53,11,0,242,2,8,10,5,6,0,0,52,12,0
Master,Married,21059.0,1,0,40,8.0,3.0,19,3,3,8,3,3,0,3,6,0,0,42,10,0
Graduation,Single,45989.0,0,1,97,138.0,33.0,87,28,24,12,4,3,2,7,3,0,0,60,12,0
Graduation,Divorced,62204.0,0,2,38,317.0,46.0,247,151,46,139,1,4,5,12,3,0,0,64,12,0
PhD,YOLO,48432.0,0,1,3,322.0,3.0,50,4,3,42,5,7,1,6,8,0,0,51,12,0
Graduation,Married,47703.0,0,1,95,359.0,0.0,134,13,26,123,4,6,3,8,5,0,0,71,11,0
Master,Single,81169.0,0,0,47,1225.0,20.0,613,80,61,27,1,5,7,9,2,0,0,49,11,0
Graduation,Together,62061.0,0,1,12,641.0,7.0,84,0,30,38,3,10,4,7,6,0,0,48,11,1
Master,Married,59412.0,0,0,56,90.0,67.0,165,30,43,11,1,4,2,8,3,0,0,73,10,0
2n Cycle,Married,46891.0,0,1,91,43.0,12.0,23,29,15,61,1,2,1,4,4,0,0,59,11,0
Master,Married,53204.0,1,1,40,29.0,0.0,8,2,0,6,1,1,0,3,4,0,0,48,10,0
PhD,Married,56223.0,0,1,72,77.0,28.0,31,16,0,4,2,2,1,5,4,0,0,76,11,0
PhD,Married,82333.0,0,0,60,1225.0,0.0,359,46,89,17,1,4,3,10,2,0,1,38,11,1
Graduation,Single,79146.0,1,1,33,245.0,16.0,223,21,43,16,2,8,1,8,6,0,0,57,10,0
Basic,Single,7500.0,1,0,63,10.0,17.0,18,8,26,40,4,3,2,2,9,0,0,32,12,0
Graduation,Divorced,15287.0,1,0,60,1.0,2.0,8,4,3,13,2,1,1,2,7,0,1,45,12,1
2n Cycle,Married,37284.0,1,1,46,11.0,1.0,2,2,1,6,1,0,0,3,6,0,0,49,11,0
Graduation,Single,48526.0,1,0,32,23.0,17.0,23,43,20,9,1,2,1,4,3,0,0,45,11,0
Master,Single,73454.0,0,0,95,982.0,73.0,351,56,14,175,1,2,4,6,5,0,0,37,10,1
PhD,Married,58607.0,0,1,63,867.0,0.0,86,0,0,19,3,2,3,9,8,0,0,75,12,1
Graduation,Married,50737.0,0,1,61,78.0,0.0,11,0,0,10,1,2,0,4,6,0,0,69,11,1
Graduation,Married,40800.0,1,2,77,24.0,0.0,27,8,30,10,2,3,0,3,7,1,0,60,11,0
Master,Together,45143.0,0,1,74,202.0,5.0,74,11,5,14,3,6,1,5,7,0,0,59,11,0
PhD,Married,59821.0,0,1,11,629.0,0.0,70,0,0,35,6,11,2,7,8,0,0,69,11,0
2n Cycle,Single,39548.0,1,1,87,15.0,4.0,10,3,4,18,2,1,1,3,3,0,0,61,10,0
Graduation,Single,68655.0,0,0,95,456.0,19.0,832,75,118,38,1,4,5,11,3,0,0,36,12,0
Graduation,Married,42387.0,1,0,42,235.0,0.0,235,19,4,191,5,8,1,7,8,0,0,35,12,0
Graduation,Married,38415.0,1,1,91,22.0,1.0,13,4,0,4,2,1,0,3,7,0,0,46,11,0
Master,Married,83790.0,0,0,81,1076.0,16.0,417,42,48,16,1,8,10,6,3,0,0,76,11,2
Graduation,Together,75114.0,0,0,40,571.0,12.0,523,63,60,24,1,3,10,5,2,0,0,32,11,0
Graduation,Married,22518.0,1,0,36,11.0,7.0,12,2,2,27,2,2,1,2,5,0,1,38,12,1
Graduation,Together,29478.0,1,0,59,8.0,0.0,7,3,1,1,1,1,0,3,6,0,0,48,10,0
PhD,Together,49187.0,0,1,63,81.0,1.0,31,2,1,0,1,1,1,5,2,0,0,48,10,0
Graduation,Single,53700.0,0,1,94,263.0,5.0,233,69,41,83,4,5,5,8,5,0,0,72,12,0
Master,Single,42394.0,1,0,69,15.0,2.0,10,0,1,4,1,1,0,3,7,0,0,52,10,0
Graduation,Married,19514.0,1,1,47,14.0,3.0,21,2,1,28,4,3,1,2,8,0,0,56,10,1
PhD,Together,32892.0,1,0,78,26.0,0.0,15,2,1,2,2,3,0,3,8,0,0,53,10,0
Graduation,Together,71367.0,0,0,24,227.0,23.0,389,42,21,75,1,4,5,7,2,0,0,65,11,0
Master,Married,34529.0,1,0,94,68.0,6.0,38,3,6,41,2,2,2,3,7,0,0,48,12,0
Graduation,Married,65169.0,0,0,23,1074.0,0.0,69,0,0,46,1,10,4,13,6,0,1,42,10,4
Graduation,Single,34824.0,0,0,65,4.0,2.0,11,2,0,4,1,1,0,2,6,0,0,29,10,0
Graduation,Married,66480.0,1,1,71,199.0,9.0,57,20,21,6,7,4,1,7,4,0,0,59,10,0
Graduation,Together,75437.0,0,0,25,795.0,0.0,545,95,58,0,1,8,4,10,6,0,0,46,11,1
Graduation,Single,93790.0,0,0,16,1225.0,68.0,731,89,114,45,0,6,7,12,2,0,1,54,10,3
Graduation,Married,33228.0,1,0,28,22.0,2.0,31,7,4,5,1,2,0,3,7,0,0,44,10,0
Graduation,Alone,34176.0,1,0,12,5.0,7.0,24,19,14,20,4,3,0,4,6,0,0,36,10,0
Graduation,Married,56775.0,0,1,62,614.0,35.0,160,58,35,35,2,5,8,10,5,0,0,45,11,0
Graduation,Married,80134.0,1,0,40,1218.0,16.0,272,104,0,80,2,5,3,6,6,0,1,52,11,3
PhD,Married,52869.0,1,1,40,84.0,3.0,61,2,1,21,3,3,1,4,7,0,1,70,12,0
Graduation,Divorced,40780.0,0,1,30,229.0,27.0,71,13,3,34,4,7,1,5,9,0,0,48,12,0
PhD,Married,45207.0,1,1,64,203.0,0.0,10,0,0,2,5,3,1,6,6,0,0,50,12,1
2n Cycle,Married,23162.0,1,1,82,8.0,3.0,9,19,4,22,3,1,1,3,6,0,0,54,11,0
Master,Single,90247.0,0,0,27,1184.0,32.0,352,21,16,16,1,3,4,7,1,0,1,36,10,3
Graduation,Together,77044.0,0,1,12,625.0,38.0,242,50,34,76,2,7,11,11,4,0,0,52,11,1
Master,Together,60033.0,0,1,28,62.0,1.0,57,19,11,48,2,2,1,5,2,0,0,70,10,0
Master,Married,45057.0,1,0,80,37.0,0.0,7,3,0,3,1,2,0,3,5,0,0,45,11,0
PhD,Divorced,35860.0,1,1,37,15.0,0.0,8,4,2,20,2,1,1,2,5,0,0,51,10,1
Graduation,Married,60093.0,0,1,92,502.0,12.0,109,16,6,90,2,7,2,10,6,0,0,50,11,0
Graduation,Together,54414.0,1,1,49,109.0,18.0,16,24,26,18,4,3,1,5,4,0,0,61,11,0
Graduation,Together,87771.0,0,1,61,1225.0,38.0,287,50,57,33,1,5,10,4,6,0,1,65,11,4
Graduation,Married,37155.0,1,0,51,23.0,0.0,26,7,15,3,1,2,0,4,5,0,0,35,11,0
2n Cycle,Married,87000.0,0,0,61,196.0,25.0,607,67,17,49,1,4,6,7,2,0,0,32,12,0
2n Cycle,Married,47025.0,0,1,98,508.0,11.0,59,23,5,29,5,11,1,6,9,0,0,46,11,0
Graduation,Widow,46984.0,1,1,71,19.0,1.0,10,2,1,8,1,1,0,3,5,0,0,68,11,0
Graduation,Married,42664.0,0,1,44,21.0,0.0,3,0,0,0,1,1,0,3,6,0,0,57,10,0
Graduation,Married,48920.0,0,2,93,238.0,17.0,68,8,10,6,3,6,2,5,7,0,0,60,11,1
2n Cycle,Single,32218.0,0,0,27,10.0,24.0,15,13,1,30,1,2,1,3,7,0,1,64,10,1
Graduation,Together,63207.0,0,0,68,438.0,81.0,565,91,169,70,1,2,3,6,7,0,0,32,11,1
PhD,Single,33996.0,0,0,46,40.0,2.0,15,8,0,6,1,1,1,3,4,0,0,35,11,0
Graduation,Single,30168.0,1,0,51,154.0,20.0,66,0,12,27,7,6,1,4,9,0,0,46,11,0
Basic,Together,24882.0,1,0,52,1.0,4.0,10,29,0,36,1,1,1,2,6,0,0,46,12,1
PhD,Widow,57513.0,0,0,59,735.0,40.0,183,52,20,30,2,9,3,13,6,0,0,81,11,0
Master,Together,62847.0,0,0,45,521.0,81.0,706,80,76,61,1,3,6,4,2,0,0,79,11,0
Graduation,Married,90765.0,0,0,25,547.0,81.0,812,151,82,33,0,4,6,5,1,0,0,54,10,2
PhD,Together,53374.0,0,1,34,896.0,10.0,101,13,10,34,6,4,2,9,9,0,1,55,12,1
PhD,Single,64108.0,0,1,8,948.0,10.0,86,13,21,21,4,6,9,11,5,0,0,71,11,0
Graduation,Widow,67046.0,0,1,92,544.0,35.0,133,23,151,107,2,4,5,4,2,0,0,73,11,0
Graduation,Married,36715.0,1,0,16,172.0,10.0,125,21,13,16,6,7,2,4,9,0,1,53,12,0
PhD,Divorced,41003.0,0,0,11,123.0,81.0,142,71,44,88,1,6,2,8,6,0,0,61,11,0
Graduation,Together,37758.0,1,1,49,27.0,2.0,10,0,0,1,2,1,0,3,8,0,0,58,12,0
PhD,Divorced,55412.0,1,1,65,10.0,5.0,28,11,1,8,1,2,0,3,5,0,0,48,11,0
Graduation,Together,21918.0,1,0,37,1.0,6.0,7,11,5,3,2,2,0,3,6,0,0,55,11,0
Graduation,Together,61278.0,0,1,87,111.0,3.0,28,2,6,15,2,3,1,4,6,0,0,71,10,0
Graduation,Married,17649.0,1,0,70,15.0,1.0,23,0,5,1,3,3,0,3,8,0,0,48,11,0
Graduation,Married,40794.0,0,1,18,261.0,23.0,73,4,23,50,2,6,3,5,7,0,0,49,11,0
Graduation,Married,27469.0,0,0,2,9.0,1.0,2,3,2,0,1,0,0,3,6,0,0,77,12,0
Graduation,Divorced,46102.0,2,1,3,14.0,0.0,1,0,0,1,1,1,0,2,7,0,0,62,10,0
PhD,Single,52614.0,0,1,63,789.0,0.0,142,12,9,38,2,2,4,8,8,0,0,49,12,0
Graduation,Married,72940.0,0,0,13,182.0,74.0,298,162,149,116,1,3,3,6,1,0,0,54,11,0
Graduation,Divorced,153924.0,0,0,81,1.0,1.0,1,1,1,1,0,0,0,0,0,0,0,49,10,0
PhD,Together,32892.0,1,0,78,26.0,0.0,15,2,1,2,2,3,0,3,8,0,0,53,10,0
Graduation,Single,57091.0,0,0,0,464.0,5.0,64,7,0,37,1,7,3,7,5,0,1,63,10,1
Master,Single,43456.0,0,1,0,275.0,11.0,68,25,7,7,3,5,1,8,5,0,0,58,11,0
2n Cycle,Married,7500.0,0,0,24,3.0,18.0,14,15,22,50,3,3,1,3,9,0,1,28,12,0
PhD,Divorced,50611.0,0,1,98,459.0,0.0,24,6,0,4,6,4,5,7,6,0,0,64,12,1
2n Cycle,Married,51111.0,1,1,83,22.0,0.0,19,6,5,3,2,2,0,3,6,0,0,43,10,0
2n Cycle,Married,24884.0,1,0,32,3.0,6.0,7,0,0,3,1,0,0,3,7,0,0,52,12,0
Master,Divorced,42835.0,1,1,64,379.0,4.0,93,12,9,98,7,6,6,4,6,0,0,53,11,0
Graduation,Married,33622.0,1,1,22,39.0,1.0,22,3,4,12,3,2,0,4,7,0,0,52,11,0
Graduation,Single,34377.0,0,1,55,62.0,0.0,22,3,1,26,2,2,2,2,7,0,0,61,11,0
Graduation,Single,86358.0,1,1,78,957.0,47.0,494,82,47,95,4,5,3,6,8,0,0,58,12,0
PhD,Married,58293.0,1,0,94,173.0,43.0,118,46,27,15,5,5,3,6,5,0,0,43,10,0
2n Cycle,Married,53230.0,0,1,86,176.0,72.0,98,136,21,229,4,5,2,12,5,0,0,68,12,0
Graduation,Together,22434.0,1,0,25,4.0,12.0,11,3,13,15,2,2,0,3,8,0,0,37,11,0
Graduation,Married,53154.0,0,1,50,129.0,0.0,21,0,1,7,1,3,1,4,4,0,0,65,10,0
Master,Widow,51381.5,0,0,75,532.0,81.0,490,164,126,126,1,5,5,11,1,0,1,81,11,1
PhD,Married,37717.0,1,0,31,9.0,0.0,6,4,1,5,1,1,0,2,9,0,0,46,12,0
PhD,Married,55212.0,0,1,65,1103.0,0.0,45,0,0,34,3,4,2,11,8,0,0,55,12,2
Basic,Married,18978.0,1,0,41,2.0,8.0,1,4,7,15,1,1,0,3,8,0,0,51,12,0
Graduation,Single,30279.0,1,0,13,10.0,4.0,14,4,4,1,1,1,0,3,8,0,0,35,12,0
2n Cycle,Married,56337.0,1,1,25,349.0,16.0,144,28,5,182,5,8,5,4,8,0,1,43,11,2
2n Cycle,Together,26907.0,1,1,10,9.0,1.0,7,0,3,2,2,1,0,3,7,0,0,48,11,0
Graduation,Married,5305.0,0,1,12,12.0,4.0,7,1,3,5,0,1,0,0,13,0,0,48,11,0
Graduation,Divorced,81702.0,0,0,98,563.0,50.0,774,28,31,187,1,7,7,12,3,0,0,44,12,0
Graduation,Divorced,68743.0,0,0,81,1132.0,81.0,384,175,134,115,1,11,5,13,7,0,0,57,12,0
Graduation,Together,35196.0,1,0,68,75.0,12.0,141,43,39,187,6,6,1,5,8,0,0,40,12,0
Graduation,Together,23976.0,1,0,68,14.0,1.0,21,2,3,25,3,3,1,3,7,0,0,40,11,0
Master,Single,75154.0,0,1,79,543.0,10.0,205,160,143,82,1,6,3,6,3,0,1,66,12,0
Master,Together,80573.0,0,0,85,829.0,81.0,430,60,92,15,1,4,6,13,2,0,0,53,12,0
Master,Single,70893.0,0,0,42,768.0,44.0,561,77,44,14,1,6,6,10,3,0,0,48,11,0
Master,Married,49605.0,0,0,65,42.0,16.0,29,12,20,8,1,2,1,4,3,0,0,58,10,0
PhD,Married,57744.0,0,1,91,350.0,3.0,39,0,0,19,2,9,1,4,8,0,0,70,11,0
Graduation,Together,74918.0,0,0,78,972.0,59.0,913,25,19,59,1,5,9,6,3,0,0,55,11,1
Master,Married,36959.0,1,0,56,25.0,6.0,25,6,0,0,2,2,0,3,8,0,0,43,11,0
PhD,Married,92491.0,0,0,71,979.0,44.0,935,29,25,22,1,7,5,12,3,0,1,41,11,3
Graduation,Single,58350.0,0,1,5,493.0,26.0,206,116,80,80,4,8,3,12,6,0,0,53,11,0
Graduation,Widow,65486.0,0,1,29,245.0,19.0,125,37,67,14,1,4,2,10,2,0,0,67,10,0
Graduation,Married,62820.0,0,0,51,398.0,61.0,265,138,61,53,1,3,4,6,1,0,0,70,11,0
Graduation,Married,80395.0,0,0,62,445.0,25.0,706,80,76,48,1,6,5,12,2,0,0,69,11,1
Graduation,Married,63967.0,0,1,57,387.0,81.0,141,73,35,162,3,4,4,12,2,0,0,56,11,0
2n Cycle,Together,25130.0,1,0,10,2.0,5.0,7,0,18,18,2,2,0,3,7,0,0,44,11,0
Graduation,Married,21355.0,1,0,5,5.0,13.0,14,0,5,31,2,2,1,2,6,0,1,39,11,1
Graduation,Together,71819.0,0,1,70,1224.0,28.0,140,0,14,168,3,3,3,5,6,0,0,53,11,2
2n Cycle,Married,48985.0,0,1,13,19.0,13.0,18,10,7,8,1,1,1,3,3,0,0,56,11,0
Graduation,Married,61456.0,0,1,47,563.0,76.0,384,84,192,89,4,6,10,13,4,0,0,49,11,0
PhD,Together,40706.0,2,1,37,59.0,0.0,11,4,2,5,4,3,0,4,7,0,0,56,11,0
PhD,Together,50616.0,0,1,71,30.0,2.0,25,0,1,9,1,1,1,4,2,0,0,74,10,0
2n Cycle,Together,14515.0,1,0,71,6.0,4.0,9,6,36,35,4,2,2,3,7,0,1,44,12,0
Graduation,Single,60152.0,0,1,6,325.0,81.0,300,86,58,91,1,6,4,12,3,0,0,45,11,0
Graduation,Together,77226.0,0,1,29,631.0,43.0,239,128,76,21,2,6,8,12,3,0,0,61,10,0
Graduation,Married,64795.0,0,1,23,412.0,5.0,119,38,29,77,3,3,3,12,2,0,0,53,11,0
2n Cycle,Single,33812.0,1,0,86,4.0,17.0,19,30,24,39,2,2,1,3,6,0,0,39,12,0
Graduation,Together,65777.0,0,0,87,565.0,32.0,435,28,32,54,1,2,8,6,1,0,0,57,11,0
Master,Single,49389.0,1,1,55,40.0,0.0,19,2,1,3,1,2,0,3,7,0,0,73,11,0
PhD,Married,57705.0,0,1,14,383.0,0.0,53,6,4,40,3,8,1,6,6,0,0,58,10,0
Graduation,Together,66825.0,0,0,73,243.0,81.0,405,29,40,40,1,4,5,6,2,0,0,57,11,0
Master,Single,72217.0,0,0,93,816.0,42.0,450,55,56,154,1,3,10,8,2,0,0,62,11,0
Graduation,Divorced,37859.0,1,2,75,22.0,1.0,8,2,1,2,2,1,0,3,8,0,0,62,11,0
Graduation,Married,25545.0,1,0,35,32.0,1.0,64,16,12,85,3,2,2,3,6,0,1,37,12,0
PhD,Divorced,65808.0,1,1,1,155.0,7.0,80,13,7,10,3,5,1,5,6,0,0,53,10,0
PhD,Together,46015.0,1,1,25,38.0,0.0,2,0,0,6,1,1,0,3,7,0,0,69,10,2
Master,Widow,84953.0,0,0,73,167.0,48.0,602,63,72,72,1,3,10,4,2,0,1,71,11,3
Graduation,Divorced,76982.0,0,0,19,464.0,81.0,292,65,60,30,1,8,3,4,4,0,1,57,10,1
Master,Married,40662.0,1,0,0,40.0,2.0,23,0,4,23,2,2,1,3,4,0,0,45,11,0
PhD,Married,38175.0,1,0,6,70.0,6.0,69,2,3,3,3,3,1,4,7,0,0,40,11,0
Graduation,Divorced,40851.0,1,1,63,23.0,1.0,7,0,4,24,1,1,1,2,7,0,0,53,11,0
PhD,Single,42000.0,0,0,23,124.0,81.0,267,85,59,35,2,5,2,11,5,0,1,37,11,0
2n Cycle,Widow,59184.0,0,1,6,341.0,81.0,113,259,151,66,3,6,6,12,5,0,0,63,12,0
PhD,Married,31686.0,1,1,31,11.0,0.0,5,0,0,1,2,1,0,3,6,0,0,60,10,0
Graduation,Married,54809.0,1,1,0,63.0,6.0,57,13,13,22,4,2,1,5,4,0,1,47,11,0
Basic,Together,22634.0,0,0,47,2.0,23.0,11,8,6,46,1,2,1,2,8,0,0,58,11,0
Graduation,Together,46931.0,2,1,94,41.0,0.0,17,3,1,16,2,1,1,3,3,0,0,47,10,0
Graduation,Together,31590.0,1,0,40,6.0,2.0,15,6,6,3,1,1,0,3,8,0,0,52,11,0
PhD,Divorced,36957.0,1,1,43,100.0,2.0,16,2,1,31,4,3,2,2,9,0,1,71,12,0
2n Cycle,Widow,28457.0,0,0,96,24.0,1.0,108,29,29,14,1,4,1,4,8,0,0,72,12,0
PhD,Together,61010.0,0,1,57,888.0,0.0,57,0,0,76,2,8,5,11,5,0,0,72,12,0
Graduation,Divorced,64892.0,0,1,77,527.0,24.0,230,32,24,65,2,6,4,12,4,0,0,48,10,0
PhD,Single,52597.0,0,1,69,492.0,0.0,37,7,0,42,3,6,3,8,5,0,0,62,10,0
Master,Divorced,78789.0,0,0,12,667.0,50.0,850,21,83,83,1,4,6,5,2,0,1,44,12,0
PhD,Together,30843.0,1,1,43,24.0,0.0,2,0,0,9,2,1,1,2,5,0,0,58,10,1
Master,Single,64857.0,0,0,78,556.0,14.0,717,210,0,43,1,7,5,10,4,0,0,68,12,0
Graduation,Married,13624.0,1,0,93,10.0,2.0,15,2,1,6,2,2,0,3,6,0,0,48,11,0
PhD,Together,21840.0,1,0,80,17.0,0.0,9,0,0,1,1,1,0,3,9,0,0,41,11,0
PhD,Divorced,66476.0,0,1,99,372.0,18.0,126,47,48,78,2,5,2,11,4,0,0,48,11,0
Graduation,Married,69209.0,0,0,4,496.0,32.0,849,229,48,128,2,5,3,6,4,0,0,52,12,1
Graduation,Single,20180.0,0,0,27,18.0,42.0,24,15,20,18,1,2,1,4,7,0,0,48,11,0
Graduation,Together,38200.0,1,1,19,12.0,0.0,4,0,0,1,1,1,0,2,7,0,0,54,12,0
PhD,Together,52157.0,0,1,48,189.0,2.0,29,3,2,40,2,3,2,5,4,0,0,74,10,0
PhD,Married,38725.0,1,1,52,31.0,0.0,6,2,1,5,2,1,0,4,4,0,0,69,10,0
2n Cycle,Together,58582.0,0,1,15,402.0,35.0,106,101,77,42,2,9,2,9,5,0,0,42,11,1
Graduation,Together,37760.0,0,0,20,84.0,5.0,38,150,12,28,2,4,1,6,7,0,0,78,12,0
Master,Married,54348.0,1,1,51,70.0,0.0,16,0,0,4,2,2,0,4,6,0,0,71,10,0
2n Cycle,Married,26887.0,0,1,27,6.0,7.0,4,3,4,6,1,1,0,3,6,0,0,65,11,0
Graduation,Married,46149.0,0,1,36,254.0,6.0,71,4,0,27,5,5,1,7,5,0,0,49,11,0
2n Cycle,Together,7500.0,1,0,7,2.0,8.0,11,3,8,21,4,3,2,2,7,0,0,45,11,0
2n Cycle,Single,74116.0,0,0,53,871.0,81.0,704,145,55,166,1,4,4,10,2,0,0,42,11,1
2n Cycle,Widow,46779.0,1,1,55,12.0,1.0,3,0,0,7,1,0,1,2,4,0,0,64,11,0
Graduation,Divorced,102692.0,0,0,5,168.0,81.0,444,32,172,148,1,6,9,13,2,0,1,50,11,4
Basic,Together,24882.0,1,0,52,1.0,4.0,10,29,0,36,1,1,1,2,6,0,0,46,12,1
Graduation,Married,49678.0,0,1,81,229.0,5.0,56,3,2,20,2,6,2,4,7,0,0,63,11,0
Master,Together,42021.0,1,0,34,393.0,5.0,136,7,5,27,5,10,1,6,9,0,0,43,12,1
Graduation,Together,78468.0,0,0,29,434.0,22.0,388,104,22,34,1,10,7,10,4,0,0,64,10,1
Graduation,Together,55914.0,0,1,32,384.0,60.0,364,119,101,232,4,11,6,8,7,0,0,49,11,0
Graduation,Widow,42429.0,0,1,99,55.0,0.0,6,2,0,4,2,1,1,3,5,0,0,51,10,0
PhD,Married,51650.0,0,1,81,152.0,3.0,22,2,5,7,1,4,1,4,5,0,0,48,10,0
2n Cycle,Together,58821.0,0,1,44,513.0,14.0,154,19,0,28,1,9,2,9,6,0,0,68,11,0
Graduation,Divorced,55563.0,0,1,22,29.0,1.0,9,2,0,2,1,2,0,3,3,0,0,46,10,0
Master,Single,35791.0,2,1,94,27.0,0.0,5,0,0,3,2,1,0,3,8,0,0,59,11,0
Master,Divorced,63841.0,0,1,64,635.0,15.0,100,20,7,131,1,9,3,9,6,0,0,56,11,0
PhD,Together,69805.0,0,1,50,750.0,71.0,174,13,10,20,2,6,8,11,2,0,0,72,10,0
PhD,Together,44953.0,0,0,31,728.0,17.0,133,11,8,124,1,7,3,13,6,0,0,43,12,1
Graduation,Single,57107.0,0,1,44,159.0,0.0,120,0,0,137,7,4,4,8,8,0,1,56,12,2
PhD,Together,65814.0,0,1,90,561.0,14.0,113,10,14,35,3,8,2,10,5,0,0,58,10,0
Graduation,Single,26095.0,1,0,77,11.0,7.0,9,3,1,11,1,1,0,3,7,0,0,34,11,0
Graduation,Divorced,39996.0,1,1,85,11.0,0.0,3,0,0,1,1,1,0,2,6,0,0,50,10,0
Graduation,Married,67023.0,0,0,93,444.0,44.0,382,11,8,17,1,3,7,13,2,1,0,46,10,0
PhD,Single,41644.0,1,1,67,20.0,3.0,4,2,0,2,2,1,0,3,3,0,0,52,10,0
Graduation,Single,60199.0,1,2,49,8.0,1.0,7,2,0,0,1,0,0,3,4,0,0,46,11,0
Master,Together,66000.0,0,0,36,244.0,51.0,270,101,0,45,1,1,3,5,1,0,0,77,10,0
Master,Divorced,63841.0,0,1,64,635.0,15.0,100,20,7,131,1,9,3,9,6,0,0,56,11,0
Graduation,Married,41850.0,1,1,51,53.0,5.0,19,2,13,4,3,3,0,3,8,0,0,44,12,0
2n Cycle,Single,23331.0,1,0,97,104.0,20.0,101,24,15,5,6,5,1,5,9,0,0,36,12,0
Graduation,Together,59925.0,0,1,83,473.0,21.0,176,19,21,56,3,9,2,9,6,0,0,69,12,0
PhD,Single,57642.0,0,1,24,580.0,6.0,58,8,0,27,3,7,6,6,4,0,0,54,10,1
Graduation,Widow,85620.0,0,0,68,416.0,46.0,925,60,107,46,1,3,6,4,1,0,1,60,10,0
Master,Single,59235.0,1,0,4,448.0,40.0,469,80,0,91,3,11,2,12,7,0,0,57,11,0
PhD,Together,73059.0,0,1,36,410.0,81.0,420,0,82,71,1,9,3,13,4,0,0,77,11,0
Graduation,Together,30261.0,1,2,75,8.0,0.0,5,0,3,6,1,0,0,3,8,0,0,52,12,0
